rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0029,Denial of AI Service
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0034.000,Excessive Queries
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0034.001,Resource-Intensive Queries
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0034.002,Agentic Resource Consumption
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-13,AI Sandboxing
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,MDS-11,Model Failure
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,I&S-02,Capacity and Resource Planning
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-674,Uncontrolled Recursion
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-834,Excessive Iteration
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-400,Uncontrolled Resource Consumption
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-770,Allocation of Resources Without Limits or Throttling
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.9,Robustness
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.4,Level of automation
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.6.2.6,AI system operation and monitoring
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-5,Denial-of-service Protection
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-6,Resource Availability
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API4,Unrestricted Resource Consumption
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI08,Cascading Failures
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,broad,denial-of-service,Denial of Service Cheat Sheet
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM06,Unbounded Consumption
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,BCR-08,Backup
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,BCR-08,Backup
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,CP-9,System Backup
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,CP-9(1),Testing for Reliability and Integrity
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,CP-10,System Recovery and Reconstitution
secrst,A destructive operation requires a verified restore path,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-verified-restore-path.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CP-9(2),Test Restoration Using Sampling
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0024.000,Infer Training Data Membership
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0024.001,Invert AI Model
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0057,LLM Data Leakage
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-08,Data Privacy by Design and Default
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-12,Limitation of Purpose in Personal Data Processing
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-22,Privacy Enhancing Technologies
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,DSP-08,Data Privacy by Design and Default
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,DSP-12,Limitation of Purpose in Personal Data Processing
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-359,Exposure of Private Personal Information to an Unauthorized Actor
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-201,Insertion of Sensitive Information Into Sent Data
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.7.6,Data preparation
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SI-19,De-identification
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-12(1),Limit Personally Identifiable Information Elements
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V14,Data Protection
secmin,Minimize personal data sent to AI services,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-minimization.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM02,Sensitive Information Disclosure
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-11,"Personal Data Access, Reversal, Rectification and Deletion"
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-16,Data Retention and Deletion
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,DSP-19,Data Location
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,DSP-11,"Personal Data Access, Reversal, Rectification and Deletion"
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,DSP-16,Data Retention and Deletion
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,DSP-19,Data Location
secdrr,"Honour residency, retention, and deletion",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECP-data-residency-retention.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
